Draw Date,Draw Number,Draw Time,Winning Numbers,Extra
01/06/2023,2537221,13:04,03 04 10 12 13 19 21 22 27 35 37 39 44 48 50 66 70 72 74 76,01
01/06/2023,2537222,13:08,09 12 19 21 23 31 32 33 34 38 39 43 47 48 52 54 65 67 69 70,03
01/06/2023,2537223,13:12,01 11 13 14 16 17 18 23 26 28 32 33 55 58 59 66 72 73 79 80,01
01/06/2023,2537224,13:16,05 06 20 25 30 32 36 37 40 48 53 60 64 68 70 71 72 73 74 78,01
01/06/2023,2537225,13:20,03 06 11 16 20 25 28 29 30 33 39 40 43 60 64 67 76 77 78 79,03
01/06/2023,2537226,13:24,01 05 09 11 13 23 27 29 34 35 36 41 42 44 45 53 55 64 66 77,02
01/06/2023,2537227,13:28,03 05 10 16 19 20 21 24 29 31 32 33 49 50 60 68 70 73 75 76,01
01/06/2023,2537228,13:32,05 07 12 17 18 27 30 31 37 44 45 46 48 49 53 59 69 73 78 79,02
01/06/2023,2537229,13:36,02 06 15 18 19 24 27 35 37 41 44 48 59 61 63 65 68 74 76 78,01
01/06/2023,2537230,13:40,03 08 26 27 29 30 31 38 39 41 43 47 50 52 55 56 61 71 76 80,01
01/06/2023,2537231,13:44,03 04 10 11 16 17 22 23 29 38 44 46 49 55 56 58 59 66 68 75,02
01/06/2023,2537232,13:48,02 05 08 21 22 23 24 28 40 41 42 51 54 58 61 65 70 76 78 80,02
01/06/2023,2537233,13:52,01 02 17 18 20 26 27 28 30 33 39 40 42 49 50 61 69 73 76 80,02
01/06/2023,2537234,13:56,10 12 13 14 25 27 30 40 42 43 51 53 55 58 60 61 66 71 76 80,03
01/06/2023,2537235,14:00,01 04 13 24 30 33 34 38 39 44 46 47 52 56 57 58 64 72 75 80,01
01/06/2023,2537236,14:04,04 06 07 09 12 16 17 20 22 23 31 33 46 47 49 51 53 54 72 73,02
01/06/2023,2537237,14:08,03 05 08 14 24 31 32 37 38 40 41 44 47 58 60 62 64 65 67 72,04
01/06/2023,2537238,14:12,01 03 07 09 11 31 34 37 40 44 45 46 52 57 58 63 66 71 76 78,04
01/06/2023,2537239,14:16,06 07 12 16 20 21 22 27 30 31 33 34 41 47 53 55 65 71 73 75,02
01/06/2023,2537240,14:20,04 08 11 12 26 28 32 33 40 44 54 57 59 61 66 69 70 72 76 80,02
01/06/2023,2537241,14:24,02 06 09 13 16 30 31 36 38 40 46 52 53 59 63 68 70 73 78 80,02
01/06/2023,2537242,14:28,04 05 13 16 20 22 26 41 43 56 58 60 62 64 65 67 70 74 78 79,02
01/06/2023,2537243,14:32,11 12 24 26 47 52 53 55 56 61 62 63 64 66 70 72 74 75 76 79,02
01/06/2023,2537244,14:36,03 04 05 11 19 20 22 25 30 31 33 44 46 50 54 59 67 68 76 78,02
01/06/2023,2537245,14:40,02 04 05 12 13 15 17 25 28 35 37 38 46 53 54 58 59 70 71 75,03
01/06/2023,2537246,14:44,01 02 03 07 08 09 21 22 23 31 40 47 54 64 65 68 71 73 75 78,02
01/06/2023,2537247,14:48,01 05 08 09 11 12 22 26 33 36 42 43 55 61 65 68 70 74 75 77,01
01/06/2023,2537248,14:52,01 06 08 12 15 17 18 27 28 34 40 46 47 51 58 62 67 72 73 78,05
01/06/2023,2537249,14:56,01 03 05 06 13 17 31 37 44 45 46 56 57 62 65 67 69 71 76 79,01
01/06/2023,2537250,15:00,03 06 07 09 11 15 18 20 26 29 30 31 35 38 48 52 59 64 70 74,02
01/06/2023,2537251,15:04,02 04 09 12 13 19 21 22 24 29 35 39 46 48 53 62 63 67 69 79,01
01/06/2023,2537252,15:08,01 04 05 07 11 13 15 20 32 33 35 37 38 40 41 53 55 56 67 72,01
01/06/2023,2537253,15:12,09 12 20 22 27 28 32 36 47 48 52 54 57 58 59 62 63 65 69 73,03
01/06/2023,2537254,15:16,01 02 04 13 16 19 20 27 41 43 46 49 50 54 58 60 61 67 70 74,02
01/06/2023,2537255,15:20,05 06 08 09 13 19 22 26 28 32 39 43 47 49 50 54 62 64 65 68,04
01/06/2023,2537256,15:24,02 06 09 11 13 15 18 21 28 31 34 40 47 55 59 61 67 72 73 77,02
01/06/2023,2537257,15:28,02 06 08 10 14 18 19 22 33 40 45 46 47 57 61 62 70 73 79 80,01
01/06/2023,2537258,15:32,03 07 09 13 18 20 21 27 29 33 37 42 44 52 66 68 70 76 77 78,02
01/06/2023,2537259,15:36,03 04 12 23 24 26 29 32 38 39 45 57 58 65 66 69 70 72 76 80,01
01/06/2023,2537260,15:40,03 04 10 13 15 21 31 33 34 38 42 44 49 50 51 53 57 58 66 74,04
01/06/2023,2537261,15:44,03 05 10 12 14 25 26 30 35 37 41 51 60 61 62 64 71 72 76 78,01
01/06/2023,2537262,15:48,02 08 09 27 32 37 38 41 44 47 48 49 53 59 62 69 71 72 77 80,03
01/06/2023,2537263,15:52,01 03 05 06 10 13 26 38 40 44 45 48 53 61 64 65 67 73 74 77,01
01/06/2023,2537264,15:56,02 07 11 22 25 30 35 37 38 41 47 49 63 64 66 68 72 75 78 80,02
01/06/2023,2537265,16:00,06 13 14 15 18 21 34 38 45 53 54 57 60 61 62 63 65 71 75 77,01
01/06/2023,2537266,16:04,03 07 12 13 14 17 21 35 37 38 46 47 49 51 61 65 67 68 71 79,02
01/06/2023,2537267,16:08,08 11 18 20 27 28 29 30 33 39 41 48 52 54 56 57 58 62 63 68,05
01/06/2023,2537268,16:12,03 07 12 15 21 24 25 26 29 30 38 41 42 53 55 62 66 68 76 79,01
01/06/2023,2537269,16:16,04 05 12 17 22 31 32 36 39 44 45 48 52 56 61 64 66 69 70 74,02
01/06/2023,2537270,16:20,01 02 10 20 21 25 33 34 38 41 49 51 52 56 58 63 70 73 74 79,01
01/06/2023,2537271,16:24,08 11 16 23 26 32 35 42 43 44 45 46 51 52 59 61 74 75 76 80,01
01/06/2023,2537272,16:28,06 11 14 24 33 37 41 46 49 52 57 58 60 63 65 69 73 75 77 79,02
01/06/2023,2537273,16:32,08 14 21 26 31 32 43 44 48 52 57 59 63 67 68 69 73 76 79 80,02
01/06/2023,2537274,16:36,02 04 05 06 08 09 18 25 27 36 37 45 48 51 54 55 61 62 67 72,04
01/06/2023,2537275,16:40,01 06 13 18 24 30 32 35 37 46 49 59 60 61 62 72 74 75 78 79,02
01/06/2023,2537276,16:44,05 08 12 13 14 18 20 25 27 34 50 52 60 61 66 70 73 74 76 79,02
01/06/2023,2537277,16:48,02 09 10 14 28 31 34 35 37 47 48 49 50 53 54 55 57 59 66 69,01
01/06/2023,2537278,16:52,01 04 10 14 15 16 18 27 32 35 36 37 50 54 60 64 67 71 73 77,01
01/06/2023,2537279,16:56,18 19 21 23 24 26 27 35 36 41 44 46 52 53 56 60 67 70 76 79,02
01/06/2023,2537280,17:00,01 09 15 17 21 23 28 30 31 34 35 39 51 52 56 59 62 64 70 74,01
01/06/2023,2537281,17:04,02 07 12 14 18 22 28 30 31 33 39 45 48 52 55 62 67 68 75 79,01
01/06/2023,2537282,17:08,07 11 13 17 19 21 27 31 36 38 39 43 50 51 54 57 64 66 73 79,02
01/06/2023,2537283,17:12,01 04 05 06 10 12 21 23 27 28 29 32 38 40 52 58 63 70 71 80,02
01/06/2023,2537284,17:16,01 04 18 21 24 26 31 33 39 49 52 55 56 59 61 64 69 73 78 80,02
01/06/2023,2537285,17:20,07 09 11 18 19 30 39 42 45 47 53 56 58 60 69 70 72 73 74 79,01
01/06/2023,2537286,17:24,01 07 08 12 20 22 23 25 27 28 31 33 34 36 38 50 55 60 64 65,01
01/06/2023,2537287,17:28,01 06 07 11 12 18 28 29 34 40 48 52 56 60 62 65 69 71 73 75,05
01/06/2023,2537288,17:32,01 02 09 17 25 26 27 28 31 32 34 35 38 45 48 49 50 52 58 61,02
01/06/2023,2537289,17:36,07 08 11 18 24 25 27 29 33 35 41 42 48 50 53 54 57 58 71 73,01
01/06/2023,2537290,17:40,02 07 20 28 38 41 42 45 47 54 58 59 61 64 67 68 69 71 74 80,02
01/06/2023,2537291,17:44,02 04 07 14 15 20 21 24 27 36 38 40 41 54 55 57 58 65 72 79,01
01/06/2023,2537292,17:48,06 09 15 17 19 24 28 34 36 37 45 49 57 63 64 68 69 73 77 78,01
01/06/2023,2537293,17:52,01 03 11 17 19 22 29 33 34 36 42 45 48 50 54 60 61 65 78 80,02
01/06/2023,2537294,17:56,02 07 18 23 30 32 35 40 41 45 46 49 50 52 54 55 62 64 69 70,02
01/06/2023,2537295,18:00,01 06 08 09 11 12 14 15 28 33 34 46 50 52 55 56 57 70 73 74,05
01/06/2023,2537296,18:04,03 06 09 19 20 21 22 26 30 33 37 44 49 51 55 64 67 69 72 77,03
01/06/2023,2537297,18:08,03 06 08 09 11 32 39 40 48 50 51 52 54 57 60 61 64 65 71 79,01
01/06/2023,2537298,18:12,02 07 08 09 11 26 27 31 38 40 41 48 56 63 67 70 72 77 78 79,02
01/06/2023,2537299,18:16,03 04 06 09 15 18 22 24 27 32 34 45 52 55 67 73 74 76 78 79,05
01/06/2023,2537300,18:20,04 07 14 15 16 22 23 28 29 31 42 44 48 49 58 63 64 70 76 80,01
01/06/2023,2537301,18:24,06 10 15 17 18 20 22 23 26 28 42 54 55 57 60 62 66 68 70 71,01
01/06/2023,2537302,18:28,02 08 10 11 12 16 18 21 25 26 31 42 48 49 59 61 65 67 70 74,02
01/06/2023,2537303,18:32,03 04 07 10 15 18 20 22 24 31 32 33 35 36 38 42 49 55 76 80,01
01/06/2023,2537304,18:36,15 17 18 20 24 26 27 28 31 37 40 41 43 46 51 54 55 68 69 78,02
01/06/2023,2537305,18:40,02 04 06 10 18 21 22 27 32 38 41 42 48 52 58 68 69 71 73 79,01
01/06/2023,2537306,18:44,05 14 18 19 21 23 24 28 29 36 41 53 57 60 62 66 71 74 78 80,01
01/06/2023,2537307,18:48,10 11 15 17 20 24 27 28 30 31 44 45 46 47 48 51 52 56 58 67,02
01/06/2023,2537308,18:52,06 07 08 11 12 13 21 25 33 38 41 45 48 52 53 54 59 65 67 68,01
01/06/2023,2537309,18:56,06 12 13 14 15 17 20 21 25 30 34 41 49 54 58 60 61 67 75 76,01
01/06/2023,2537310,19:00,03 12 13 15 17 21 25 26 32 34 35 37 40 44 53 57 60 71 73 74,03
01/06/2023,2537311,19:04,08 09 10 13 17 21 30 31 33 38 47 54 61 65 67 72 74 78 79 80,02
01/06/2023,2537312,19:08,03 05 08 13 16 18 21 24 29 32 39 47 48 49 55 59 70 74 76 77,01
01/06/2023,2537313,19:12,05 06 07 17 22 23 24 30 32 44 46 51 54 55 57 60 63 74 75 78,01
01/06/2023,2537314,19:16,03 05 06 19 20 23 33 34 37 39 45 53 55 56 61 62 63 64 66 73,01
01/06/2023,2537315,19:20,02 06 10 15 17 21 25 29 30 34 35 36 53 65 67 69 72 75 76 78,02
01/06/2023,2537316,19:24,03 14 15 17 18 20 29 32 34 42 46 55 61 63 64 66 67 69 70 80,02
01/06/2023,2537317,19:28,11 19 20 22 23 29 34 35 37 40 44 48 49 53 56 61 66 67 71 75,01
01/06/2023,2537318,19:32,01 05 06 10 13 15 21 23 30 36 41 42 48 49 52 56 57 58 62 64,02
01/06/2023,2537319,19:36,02 07 12 13 14 15 21 24 25 37 42 47 49 53 54 56 57 58 65 72,02
01/06/2023,2537320,19:40,01 03 06 12 18 19 32 41 44 47 48 50 52 53 58 62 67 68 69 70,02
01/06/2023,2537321,19:44,02 06 08 12 19 25 28 40 44 47 53 56 60 63 65 67 69 73 78 80,01
01/06/2023,2537322,19:48,04 05 07 12 17 21 22 25 30 40 41 52 56 60 65 68 72 73 74 80,02
01/06/2023,2537323,19:52,15 16 17 20 22 26 29 33 36 37 40 42 43 47 56 63 64 66 68 80,02
01/06/2023,2537324,19:56,04 08 14 15 24 26 28 32 34 36 41 46 48 55 56 57 61 63 73 78,03
01/06/2023,2537325,20:00,01 02 07 12 20 29 32 39 40 44 46 51 52 57 60 65 68 71 72 78,01
01/06/2023,2537326,20:04,02 10 13 15 19 27 28 32 33 37 39 46 47 48 50 66 71 74 78 80,03
01/06/2023,2537327,20:08,02 03 08 09 19 24 25 28 30 37 46 50 51 55 63 65 66 69 74 76,02
01/06/2023,2537328,20:12,03 04 05 22 26 33 36 38 39 46 55 57 64 66 67 68 69 74 76 78,02
01/06/2023,2537329,20:16,05 09 14 19 23 26 28 29 31 33 40 41 44 48 57 60 62 63 74 79,05
01/06/2023,2537330,20:20,04 07 15 17 20 22 32 37 41 42 44 47 48 50 54 60 66 69 75 76,05
01/06/2023,2537331,20:24,01 02 05 07 08 10 12 14 17 21 31 34 35 37 47 52 61 67 70 74,01
01/06/2023,2537332,20:28,01 04 10 13 16 21 24 36 37 47 49 50 57 70 74 75 76 77 79 80,10
01/06/2023,2537333,20:32,03 07 09 11 20 22 26 30 38 44 50 54 55 58 60 63 65 69 70 73,01
01/06/2023,2537334,20:36,11 18 19 20 21 26 29 30 34 35 37 43 57 62 63 66 69 74 75 79,04
01/06/2023,2537335,20:40,02 03 11 16 23 25 31 32 34 36 37 41 47 49 52 64 65 69 75 76,02
01/06/2023,2537336,20:44,01 03 07 09 10 13 14 18 21 23 36 38 43 52 58 61 62 63 64 67,01
01/06/2023,2537337,20:48,01 09 18 19 20 30 32 33 41 46 55 58 61 69 70 71 72 73 76 77,02
01/06/2023,2537338,20:52,01 02 11 12 13 18 23 24 29 32 39 41 46 51 55 58 64 67 77 80,02
01/06/2023,2537339,20:56,02 05 07 10 11 13 14 28 32 39 47 51 54 55 64 67 68 71 72 74,04
01/06/2023,2537340,21:00,03 04 10 15 21 23 26 38 39 46 53 55 57 58 59 66 67 74 76 79,02
01/06/2023,2537341,21:04,01 05 07 10 16 18 22 24 25 27 32 35 37 40 48 49 51 56 68 79,10
01/06/2023,2537342,21:08,02 05 06 10 13 20 41 42 43 49 50 51 52 67 68 69 70 72 75 77,01
01/06/2023,2537343,21:12,04 06 07 12 13 14 15 20 23 27 30 33 36 44 51 52 57 70 74 80,01
01/06/2023,2537344,21:16,07 08 11 21 22 23 25 28 29 30 31 41 44 49 51 52 57 73 74 80,05
01/06/2023,2537345,21:20,01 03 05 10 13 17 21 24 35 38 39 43 44 48 51 55 63 69 72 78,02
01/06/2023,2537346,21:24,07 11 14 19 20 22 30 34 35 39 42 47 51 56 60 64 65 66 70 80,01
01/06/2023,2537347,21:28,01 03 04 15 22 23 31 34 35 38 43 44 46 48 59 64 66 70 71 80,02
01/06/2023,2537348,21:32,02 04 05 09 13 19 21 29 31 34 38 43 51 59 67 72 73 75 76 80,02
01/06/2023,2537349,21:36,09 12 15 20 27 28 30 35 45 48 51 52 56 58 61 62 68 74 76 79,04
01/06/2023,2537350,21:40,05 10 11 13 15 16 17 18 25 35 40 42 50 51 53 54 56 63 67 75,01
01/06/2023,2537351,21:44,05 10 15 16 20 28 30 34 41 45 46 48 50 51 55 58 59 61 62 68,01
01/06/2023,2537352,21:48,08 20 22 28 29 31 32 36 37 40 42 43 45 48 53 54 58 60 65 71,01
01/06/2023,2537353,21:52,12 15 16 18 20 24 27 29 34 35 41 45 51 53 55 56 60 62 71 75,01
01/06/2023,2537354,21:56,03 12 14 19 22 28 33 41 42 46 50 59 63 66 67 71 72 73 75 79,02
01/06/2023,2537355,22:00,01 06 09 12 17 23 29 30 38 44 47 54 55 58 63 64 68 74 76 78,01
01/06/2023,2537356,22:04,01 12 14 16 22 23 24 36 37 38 42 43 44 55 59 63 67 71 72 77,01
01/06/2023,2537357,22:08,02 05 07 13 15 21 23 24 25 26 35 41 43 47 49 51 54 68 74 78,02
01/06/2023,2537358,22:12,01 06 07 13 16 27 29 30 32 35 38 42 52 54 60 61 62 64 68 71,02
01/06/2023,2537359,22:16,05 07 08 09 10 11 13 20 23 31 34 37 46 47 50 59 73 76 78 80,01
01/06/2023,2537360,22:20,01 02 03 08 12 13 14 28 53 55 59 61 64 70 72 74 75 76 77 80,01
01/06/2023,2537361,22:24,01 03 04 07 12 15 19 20 28 38 49 50 51 55 58 61 62 66 68 73,01
01/06/2023,2537362,22:28,05 12 19 20 29 31 32 34 37 42 45 46 50 53 55 62 64 75 76 78,02
01/06/2023,2537363,22:32,02 03 15 16 20 22 25 29 40 44 48 52 53 57 61 68 71 74 77 79,01
01/06/2023,2537364,22:36,09 15 18 20 21 25 26 27 33 34 36 41 42 47 48 50 51 56 64 69,02
01/06/2023,2537365,22:40,02 03 04 06 12 15 17 24 25 27 35 36 47 48 50 51 69 74 77 79,02
01/06/2023,2537366,22:44,02 06 11 14 16 17 18 21 23 35 36 39 45 51 54 59 61 62 72 80,02
01/06/2023,2537367,22:48,04 06 11 13 15 16 24 27 30 35 39 40 44 50 53 56 58 61 66 77,01
01/06/2023,2537368,22:52,01 02 06 08 09 16 18 22 25 36 38 44 46 53 54 59 71 76 78 79,01
01/06/2023,2537369,22:56,02 05 12 14 15 21 25 27 35 36 38 39 43 49 56 57 66 69 72 76,02
01/06/2023,2537370,23:00,04 07 09 18 24 25 27 35 39 47 48 52 58 60 61 66 70 71 72 78,05
01/06/2023,2537371,23:04,04 08 11 16 17 20 25 30 32 37 44 46 48 54 60 62 66 68 69 79,01
01/06/2023,2537372,23:08,01 03 13 14 20 22 24 36 37 39 40 48 50 51 53 54 59 62 69 70,01
01/06/2023,2537373,23:12,05 07 12 16 19 25 26 31 35 39 41 43 45 46 47 53 56 63 64 65,01
01/06/2023,2537374,23:16,01 02 08 15 16 22 26 30 32 34 35 38 42 44 51 52 54 60 67 70,02
01/06/2023,2537375,23:20,05 19 24 25 32 39 40 41 43 44 49 51 53 54 55 60 63 66 75 77,02
01/06/2023,2537376,23:24,02 12 13 17 19 20 27 32 40 47 49 52 53 54 63 64 69 70 77 78,01
01/06/2023,2537377,23:28,02 08 10 11 26 33 37 43 47 51 59 60 61 63 65 66 70 71 77 78,02
01/06/2023,2537378,23:32,02 08 09 11 20 21 22 23 26 27 40 41 47 48 49 52 59 63 68 74,02
01/06/2023,2537379,23:36,10 16 22 23 25 30 31 37 43 44 46 47 53 54 70 71 72 76 77 79,02
01/06/2023,2537380,23:40,03 05 08 09 12 21 22 29 30 31 37 47 51 55 62 65 73 76 78 80,02
01/06/2023,2537381,23:44,04 08 09 11 14 15 20 25 29 34 36 38 40 45 46 56 61 63 71 72,01
01/06/2023,2537382,23:48,06 11 18 23 26 29 30 31 34 38 39 44 48 50 51 56 58 63 66 78,01
01/06/2023,2537383,23:52,05 10 14 16 18 20 25 27 31 35 42 47 48 50 53 56 57 62 75 77,02
01/06/2023,2537384,23:56,08 09 12 18 19 23 24 25 27 28 36 40 43 52 59 62 67 68 69 73,04
01/05/2023,2536683,00:00,08 11 20 24 28 32 38 40 42 45 46 52 53 59 62 63 67 71 73 74,01
01/05/2023,2536684,00:04,01 02 08 10 12 25 28 31 33 40 43 49 54 59 60 66 71 73 75 76,02
01/05/2023,2536685,00:08,04 10 13 16 17 30 31 35 37 38 43 46 50 54 57 66 73 76 78 80,02
01/05/2023,2536686,00:12,02 06 07 09 10 12 19 26 27 30 36 41 50 51 54 58 59 65 67 69,01
01/05/2023,2536687,00:16,04 11 13 17 20 21 25 32 33 35 38 39 41 44 50 51 62 69 75 76,02
01/05/2023,2536688,00:20,01 04 06 11 15 27 30 32 34 36 39 40 53 54 57 60 63 66 70 79,02
01/05/2023,2536689,00:24,01 03 15 25 26 27 29 38 40 48 49 50 52 56 58 60 63 66 75 76,01
01/05/2023,2536690,00:28,04 05 10 13 14 19 20 26 27 30 41 43 49 50 51 61 63 69 74 80,01
01/05/2023,2536691,00:32,04 06 20 30 38 43 44 49 50 53 56 62 64 65 66 68 73 75 79 80,02
01/05/2023,2536692,00:36,01 02 11 13 15 16 17 19 20 22 32 34 38 41 45 46 51 55 59 69,01
01/05/2023,2536693,00:40,05 07 13 14 16 17 21 22 31 45 49 50 58 65 66 68 72 73 79 80,02
01/05/2023,2536694,00:44,03 06 08 09 10 13 18 21 22 29 33 41 50 52 54 55 57 67 76 79,01
01/05/2023,2536695,00:48,03 06 11 12 16 19 26 29 31 36 39 42 46 47 48 53 58 60 65 80,01
01/05/2023,2536696,00:52,03 04 10 11 13 17 21 36 44 50 52 58 63 64 65 69 74 75 79 80,02
01/05/2023,2536697,00:56,10 13 15 16 22 24 25 29 32 33 40 44 47 58 67 69 74 75 76 80,01
01/05/2023,2536698,01:00,01 02 06 09 10 15 24 28 33 46 55 56 57 61 63 64 68 70 71 75,04
01/05/2023,2536699,01:04,01 05 10 12 23 24 27 29 33 35 37 38 50 56 59 65 67 71 72 77,01
01/05/2023,2536700,01:08,04 05 07 10 13 20 21 27 28 31 38 44 47 54 55 64 65 69 71 79,02
01/05/2023,2536701,01:12,02 05 11 14 15 17 24 31 37 38 39 46 56 57 60 62 65 75 76 79,02
01/05/2023,2536702,01:16,10 11 14 17 22 26 28 30 32 35 36 41 49 50 51 56 57 65 75 76,02
01/05/2023,2536703,01:20,01 03 05 10 12 13 14 17 25 26 39 40 45 54 60 64 68 70 71 79,01
01/05/2023,2536704,01:24,03 05 08 10 18 24 27 31 34 39 51 53 56 57 58 60 62 63 73 80,04
01/05/2023,2536705,01:28,03 04 06 08 09 11 13 17 21 29 34 36 38 49 51 54 65 69 71 76,02
01/05/2023,2536706,01:32,06 08 09 13 19 23 26 36 40 43 46 47 49 51 53 56 62 71 72 75,01
01/05/2023,2536707,01:36,07 09 10 11 17 19 34 36 39 46 48 49 51 54 57 62 69 70 71 77,01
01/05/2023,2536708,01:40,02 14 20 29 31 33 35 40 49 53 54 55 60 63 70 71 73 77 79 80,01
01/05/2023,2536709,01:44,01 07 09 15 21 23 25 29 30 37 40 42 45 47 50 52 53 62 78 80,01
01/05/2023,2536710,01:48,11 18 23 25 31 33 34 42 43 46 50 54 55 56 62 63 64 65 75 79,01
01/05/2023,2536711,01:52,04 12 22 26 30 35 37 39 41 43 46 56 64 65 69 71 72 73 74 78,02
01/05/2023,2536712,01:56,03 09 12 13 18 19 20 21 26 28 33 34 43 48 49 50 60 66 68 73,10
01/05/2023,2536713,02:00,01 03 06 07 12 13 17 18 21 23 24 25 30 31 34 47 52 63 64 68,03
01/05/2023,2536714,02:04,03 13 17 19 22 23 27 38 39 44 45 49 51 60 63 64 68 71 74 79,02
01/05/2023,2536715,02:08,07 12 18 25 26 27 28 29 32 37 44 46 48 51 56 57 63 70 73 75,01
01/05/2023,2536716,02:12,04 13 18 23 24 32 33 35 39 44 48 49 60 61 62 66 67 75 78 80,01
01/05/2023,2536717,02:16,01 04 09 10 29 30 37 40 42 43 48 49 60 62 68 69 72 74 75 76,03
01/05/2023,2536718,02:20,04 05 12 14 15 18 19 24 29 30 31 35 52 54 60 61 62 65 78 79,01
01/05/2023,2536719,02:24,01 03 05 07 13 15 16 17 20 30 42 45 46 58 62 68 70 71 79 80,01
01/05/2023,2536720,02:28,04 06 10 17 18 19 22 25 32 34 35 39 43 53 57 58 61 63 69 77,01
01/05/2023,2536721,02:32,04 08 14 15 18 22 23 24 32 35 38 46 50 53 57 58 60 65 66 73,01
01/05/2023,2536722,02:36,07 22 23 25 26 28 30 33 36 40 44 52 53 58 59 65 69 70 75 77,02
01/05/2023,2536723,02:40,02 03 06 09 11 24 40 41 42 45 49 52 53 55 58 63 64 66 67 72,02
01/05/2023,2536724,02:44,13 14 15 19 22 23 25 27 29 33 41 42 44 45 53 55 66 68 73 80,01
01/05/2023,2536725,02:48,09 10 12 14 20 40 41 48 54 55 56 58 60 61 63 64 66 74 76 78,02
01/05/2023,2536726,02:52,01 03 05 07 10 19 25 27 38 45 48 52 54 57 66 69 70 72 75 80,01
01/05/2023,2536727,02:56,01 05 06 10 21 24 33 42 43 52 55 57 62 64 65 70 72 74 78 80,02
01/05/2023,2536728,03:00,01 02 09 11 13 14 22 25 30 34 38 43 47 52 54 59 69 71 74 77,02
01/05/2023,2536729,03:04,05 07 08 13 20 23 25 27 34 42 44 56 61 64 65 66 67 70 75 77,01
01/05/2023,2536730,03:08,05 06 09 14 15 19 22 26 28 46 53 57 61 62 64 67 68 75 77 80,01
01/05/2023,2536731,03:12,01 04 09 11 15 17 23 30 38 42 50 51 52 64 68 72 73 74 75 79,02
01/05/2023,2536732,03:16,02 04 06 07 11 17 19 20 21 33 39 40 42 48 53 58 63 68 71 79,02
01/05/2023,2536733,03:20,03 05 14 16 24 31 36 41 44 45 47 51 54 55 63 65 66 67 70 73,01
01/05/2023,2536734,03:24,03 04 05 08 15 17 21 26 34 39 40 51 52 57 60 62 65 69 75 79,02
01/05/2023,2536735,04:04,14 15 19 20 27 30 38 39 41 47 48 52 63 64 65 66 68 74 75 78,02
01/05/2023,2536736,04:08,02 03 04 09 14 16 18 20 21 24 27 37 46 47 57 60 66 70 77 79,02
01/05/2023,2536737,04:12,03 05 09 21 30 36 41 43 45 47 48 49 55 60 61 64 67 69 70 76,02
01/05/2023,2536738,04:16,03 11 15 16 21 23 24 27 34 42 45 46 55 67 70 71 72 73 74 75,02
01/05/2023,2536739,04:20,08 13 14 16 17 18 22 24 28 37 38 50 61 62 63 64 66 67 72 79,04
01/05/2023,2536740,04:24,02 06 14 22 23 30 31 32 33 37 43 49 52 57 69 71 72 74 77 79,01
01/05/2023,2536741,04:28,01 04 05 08 09 10 12 17 19 21 23 26 30 32 38 40 44 58 65 77,02
01/05/2023,2536742,04:32,01 03 08 17 19 21 25 26 34 42 46 47 50 62 63 65 71 76 78 79,04
01/05/2023,2536743,04:36,01 09 11 14 15 16 20 24 26 30 32 37 38 42 50 52 57 63 64 79,01
01/05/2023,2536744,04:40,03 08 09 29 32 43 44 46 49 52 53 54 55 61 67 70 71 73 74 76,02
01/05/2023,2536745,04:44,16 18 23 25 28 30 32 38 41 44 48 56 58 59 61 63 64 66 72 73,05
01/05/2023,2536746,04:48,12 17 25 26 28 32 37 40 45 49 51 54 61 65 69 70 73 75 76 79,02
01/05/2023,2536747,04:52,01 03 09 13 20 31 32 35 40 48 49 50 62 64 65 68 70 75 78 80,01
01/05/2023,2536748,04:56,01 14 15 17 27 30 31 34 39 44 53 54 55 59 60 63 71 74 76 78,02
01/05/2023,2536749,05:00,01 02 04 06 11 13 14 16 23 25 28 30 34 35 38 58 70 75 76 80,02
01/05/2023,2536750,05:04,03 15 16 17 19 24 29 41 48 50 51 56 58 59 62 65 68 76 77 80,02
01/05/2023,2536751,05:08,04 10 11 13 15 16 19 26 27 29 30 31 35 39 40 55 67 72 76 77,01
01/05/2023,2536752,05:12,04 06 07 14 25 31 32 41 42 49 52 55 63 67 69 72 73 74 75 79,01
01/05/2023,2536753,05:16,06 08 10 14 19 25 26 41 43 45 48 54 56 58 59 64 72 73 74 80,02
01/05/2023,2536754,05:20,06 08 15 16 18 25 26 33 38 39 41 43 46 48 65 66 71 72 75 76,01
01/05/2023,2536755,05:24,08 10 19 25 28 35 41 42 44 50 53 54 64 66 67 69 74 76 78 80,02
01/05/2023,2536756,05:28,02 06 18 19 24 27 30 35 42 43 45 50 59 61 66 71 73 74 75 80,01
01/05/2023,2536757,05:32,02 04 06 09 10 13 17 20 22 26 27 28 40 48 55 57 63 74 76 77,02
01/05/2023,2536758,05:36,04 09 14 16 17 18 20 27 29 33 39 40 47 51 54 63 66 69 71 72,03
01/05/2023,2536759,05:40,02 04 11 13 17 19 24 25 26 27 29 31 36 51 53 56 62 72 75 80,02
01/05/2023,2536760,05:44,12 13 17 20 24 27 28 40 41 49 62 63 64 66 67 70 73 77 78 79,02
01/05/2023,2536761,05:48,07 10 11 17 21 25 30 32 34 36 47 49 50 56 60 68 70 71 73 80,01
01/05/2023,2536762,05:52,12 15 17 18 23 24 29 37 38 41 49 51 55 57 60 69 71 73 75 79,01
01/05/2023,2536763,05:56,05 06 10 12 18 19 21 24 25 26 32 34 41 44 50 53 68 69 71 77,02
